fold,seed,model,features,threshold,total_return,annualized_return,sharpe,sortino,max_drawdown,calmar,profit_factor,completed_trades,win_rate,fees,cvar_95_loss,bars,turnover_notional,validation_return,accuracy,roc_auc
1,,ichimoku,rule,,-0.007521361816837824,-0.15380927684820497,-1.2096501117112541,-1.7100221960588395,-0.03361935025808094,-4.57502229125426,0.7442485418156701,5,0.4,54.606010194994994,0.006790047645574848,99,5.460601019499499,,,
1,42.0,random_forest,ichi,0.55,-0.0280048828294841,-0.4665243898292763,-7.893059331634216,-9.730855336317367,-0.0280048828294841,-16.65868029764117,0.21036520497068092,9,0.3333333333333333,97.2985085018108,0.005147858343193756,99,9.72985085018108,-0.020971376627887395,0.56,0.5196078431372549
1,42.0,xgboost,ichi,0.5,0.0,0.0,,,0.0,,,0,,0.0,-0.0,99,0.0,0.0,0.66,0.4200089126559714
1,42.0,lstm,ichi,0.5,-0.005564917538379621,-0.11613109569421559,-2.523209017703846,-3.5430129601683467,-0.01393324391531403,-8.334821122780738,0.24859618839724473,4,0.25,42.39883353009638,0.0023266199457356194,99,4.239883353009638,0.0,0.58,0.553475935828877
1,42.0,cnn,ichi,0.5,0.0,0.0,,,0.0,,,0,,0.0,-0.0,99,0.0,0.0,0.66,0.6056149732620321
1,42.0,transformer,ichi,0.5,0.0,0.0,,,0.0,,,0,,0.0,-0.0,99,0.0,0.0,0.66,0.4768270944741533
1,42.0,ppo,ichi,,0.010615605785990523,0.2631295194007877,1.502503764517387,2.197262300766618,-0.0365972671351974,7.1898679873755675,1.383278652669077,11,0.5454545454545454,121.06329197414198,0.008577961608501572,99,12.106329197414201,,,
1,42.0,lstm_xgboost_agreement,ichi,,0.0,0.0,,,0.0,,,0,,0.0,-0.0,99,0.0,,,
1,42.0,random_forest,no_ichi,0.55,-0.0015407931484776594,-0.03353529313518469,-0.756059311555088,-1.2095088913615735,-0.01046805821891994,-3.2035829791788024,0.8723745533577953,6,0.5,65.6877267975298,0.00209242536913945,99,6.568772679752982,-0.007149933025982658,0.54,0.5004456327985739
1,42.0,xgboost,no_ichi,0.5,0.0,0.0,,,0.0,,,0,,0.0,-0.0,99,0.0,0.0,0.66,0.5799910873440285
1,42.0,lstm,no_ichi,0.5,0.0,0.0,,,0.0,,,0,,0.0,-0.0,99,0.0,0.0,0.66,0.44696969696969696
1,42.0,cnn,no_ichi,0.5,0.0,0.0,,,0.0,,,0,,0.0,-0.0,99,0.0,0.0,0.66,0.5793226381461676
1,42.0,transformer,no_ichi,0.5,0.0,0.0,,,0.0,,,0,,0.0,-0.0,99,0.0,0.0,0.66,0.5164884135472371
1,42.0,ppo,no_ichi,,-0.0172212511694404,-0.3190547441114219,-2.5889917257059,-3.57492139888649,-0.04702612185056332,-6.784628022810262,0.694373139131001,17,0.35294117647058826,178.4149893160403,0.007885373052698475,99,17.84149893160403,,,
1,42.0,lstm_xgboost_agreement,no_ichi,,0.0,0.0,,,0.0,,,0,,0.0,-0.0,99,0.0,,,
